epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
156,1760.52,0.46255,0.32523,0.00503,0.99984,1,0.995,0.95208,0.32813,0.13279,0.00412,0.000593386,0.000593386,0.000593386
157,1772.49,0.40888,0.2614,0.00462,0.97711,1,0.9942,0.95564,0.31095,0.13299,0.00384,0.00058901,0.00058901,0.00058901
158,1782.09,0.4392,0.24497,0.00391,0.99832,1,0.995,0.94605,0.3568,0.13947,0.00514,0.000584628,0.000584628,0.000584628
159,1792.71,0.42087,0.26156,0.00532,0.99673,1,0.995,0.94433,0.3379,0.13384,0.00391,0.00058024,0.00058024,0.00058024
160,1804.25,0.41106,0.23238,0.004,1,0.99804,0.995,0.95462,0.32126,0.12323,0.00373,0.000575846,0.000575846,0.000575846
161,1815.65,0.41199,0.26193,0.00358,0.99957,1,0.995,0.95567,0.33612,0.11447,0.00369,0.000571445,0.000571445,0.000571445
162,1826.34,0.38707,0.21547,0.00389,0.99909,1,0.995,0.95233,0.32425,0.11096,0.0037,0.00056704,0.00056704,0.00056704
163,1836.98,0.39865,0.22579,0.00442,0.97622,1,0.9946,0.94221,0.33707,0.14305,0.00426,0.000562629,0.000562629,0.000562629
164,1848.48,0.39165,0.231,0.00391,1,0.99808,0.995,0.95437,0.30108,0.11837,0.00354,0.000558214,0.000558214,0.000558214
165,1858.53,0.41097,0.29417,0.00393,0.99919,1,0.995,0.95843,0.28738,0.10197,0.00354,0.000553795,0.000553795,0.000553795
166,1869.3,0.36233,0.26479,0.00387,0.99698,0.97959,0.9946,0.96288,0.31949,0.11492,0.00401,0.000549371,0.000549371,0.000549371
167,1880.72,0.3758,0.23281,0.00411,0.97977,1,0.995,0.96794,0.30723,0.12391,0.00367,0.000544945,0.000544945,0.000544945
168,1891.17,0.39205,0.2317,0.00342,0.99885,1,0.995,0.9582,0.32939,0.11814,0.00368,0.000540514,0.000540514,0.000540514
169,1901.75,0.35974,0.22337,0.0041,0.98,0.99987,0.9946,0.94216,0.33248,0.13052,0.00411,0.000536081,0.000536081,0.000536081
170,1913.48,0.41475,0.25484,0.00413,1,0.97898,0.9946,0.95426,0.32911,0.1261,0.00382,0.000531646,0.000531646,0.000531646
171,1924.48,0.40961,0.23544,0.00411,1,0.99735,0.995,0.94742,0.34688,0.13201,0.00415,0.000527208,0.000527208,0.000527208
172,1934.28,0.42043,0.22358,0.00381,0.99913,0.97959,0.99385,0.94936,0.31754,0.13849,0.0038,0.000522769,0.000522769,0.000522769
173,1944.8,0.42017,0.24759,0.00394,1,0.99997,0.995,0.95051,0.31751,0.1117,0.00393,0.000518328,0.000518328,0.000518328
